Cluster 0,Cluster 1,Cluster 2,Cluster 3,Cluster 4,Cluster 5
53.150000000000006,23.0,13.100000000000001,56.650000000000006,31.35,44.6
51.6,22.4,12.05,55.95,30.75,43.55
50.5,21.7,11.5,55.2,30.2,42.6
49.3,21.2,10.7,54.7,29.7,41.95
48.3,20.8,10.350000000000001,54.2,29.1,41.3
47.55,20.7,9.85,53.75,28.55,40.7
47.05,20.2,9.5,53.150000000000006,28.200000000000003,40.150000000000006
46.2,19.8,9.1,52.65,27.85,39.6
45.599999999999994,19.6,8.9,52.150000000000006,27.6,39.1
45.0,19.3,8.65,51.8,27.35,38.6
44.6,19.1,8.3,51.6,27.2,38.3
46.45,19.5,8.35,52.0,27.5,38.8
